# samples=4671226772094713856 bins=1000 xmax=20
x_center, volfrac_A, count_A, count_total
1.259000e+01,0.000000e+00,0,38848
1.261000e+01,0.000000e+00,0,38634
1.263000e+01,0.000000e+00,0,38723
1.265000e+01,0.000000e+00,0,38732
1.267000e+01,0.000000e+00,0,39449
1.269000e+01,0.000000e+00,0,38986
1.271000e+01,0.000000e+00,0,39050
1.273000e+01,0.000000e+00,0,38812
1.275000e+01,0.000000e+00,0,39145
1.277000e+01,0.000000e+00,0,38742
1.279000e+01,0.000000e+00,0,38497
1.281000e+01,0.000000e+00,0,37901
1.283000e+01,0.000000e+00,0,38615
1.285000e+01,0.000000e+00,0,39815
1.287000e+01,0.000000e+00,0,38820
1.289000e+01,0.000000e+00,0,38697
1.291000e+01,0.000000e+00,0,39308
1.293000e+01,0.000000e+00,0,38873
1.295000e+01,0.000000e+00,0,39031
1.297000e+01,0.000000e+00,0,38342
1.299000e+01,0.000000e+00,0,37954
1.301000e+01,0.000000e+00,0,38476
1.303000e+01,0.000000e+00,0,39204
1.305000e+01,0.000000e+00,0,38959
1.307000e+01,0.000000e+00,0,39316
1.309000e+01,0.000000e+00,0,38959
1.311000e+01,0.000000e+00,0,39205
1.313000e+01,0.000000e+00,0,38559
1.315000e+01,0.000000e+00,0,39027
1.317000e+01,0.000000e+00,0,39111
1.319000e+01,0.000000e+00,0,39545
1.321000e+01,0.000000e+00,0,38902
1.323000e+01,0.000000e+00,0,38896
1.325000e+01,0.000000e+00,0,38451
1.327000e+01,0.000000e+00,0,38928
1.329000e+01,0.000000e+00,0,39255
1.331000e+01,0.000000e+00,0,39150
1.333000e+01,0.000000e+00,0,39204
1.335000e+01,0.000000e+00,0,39198
1.337000e+01,7.583993e-05,3,39557
1.339000e+01,2.291592e-04,9,39274
1.341000e+01,2.865927e-04,11,38382
1.343000e+01,3.389300e-04,13,38356
1.345000e+01,4.920623e-04,19,38613
1.347000e+01,3.119557e-04,12,38467
1.349000e+01,1.567972e-04,6,38266
1.351000e+01,3.128259e-04,12,38360
1.353000e+01,2.884187e-04,11,38139
1.355000e+01,2.867122e-04,11,38366
1.357000e+01,3.371981e-04,13,38553
1.359000e+01,5.167291e-05,2,38705
1.361000e+01,7.736345e-05,3,38778
1.363000e+01,5.063163e-05,2,39501
1.365000e+01,2.529276e-05,1,39537
1.367000e+01,5.071765e-05,2,39434
1.369000e+01,7.728573e-05,3,38817
1.371000e+01,5.090354e-05,2,39290
1.373000e+01,2.569175e-05,1,38923
1.375000e+01,5.078204e-05,2,39384
1.377000e+01,5.063548e-05,2,39498
1.379000e+01,5.155968e-05,2,38790
1.381000e+01,5.152514e-05,2,38816
1.383000e+01,5.154639e-05,2,38800
1.385000e+01,8.057599e-04,31,38473
1.387000e+01,1.038017e-03,40,38535
1.389000e+01,4.837190e-04,19,39279
1.391000e+01,5.728570e-04,22,38404
1.393000e+01,1.106422e-03,43,38864
1.395000e+01,2.234579e-03,86,38486
1.397000e+01,1.040718e-03,40,38435
1.399000e+01,7.890376e-04,30,38021
1.401000e+01,6.620061e-04,25,37764
1.403000e+01,4.494739e-04,17,37822
1.405000e+01,5.244526e-04,20,38135
1.407000e+01,4.697286e-04,18,38320
1.409000e+01,5.700663e-04,22,38592
1.411000e+01,8.219671e-04,32,38931
1.413000e+01,8.387982e-04,33,39342
1.415000e+01,9.870669e-04,39,39511
1.417000e+01,1.325226e-03,51,38484
1.419000e+01,5.920968e-04,23,38845
1.421000e+01,7.001893e-04,27,38561
1.423000e+01,8.128223e-04,32,39369
1.425000e+01,1.061269e-03,41,38633
1.427000e+01,1.103838e-03,43,38955
1.429000e+01,1.494125e-03,59,39488
1.431000e+01,1.496816e-03,59,39417
1.433000e+01,8.766276e-04,34,38785
1.435000e+01,1.002854e-03,39,38889
1.437000e+01,9.196577e-04,36,39145
1.439000e+01,1.188910e-03,47,39532
1.441000e+01,9.953550e-04,39,39182
1.443000e+01,1.151631e-03,45,39075
1.445000e+01,1.166528e-03,45,38576
1.447000e+01,1.279707e-03,49,38290
1.449000e+01,2.237719e-03,86,38432
1.451000e+01,2.124980e-03,81,38118
1.453000e+01,1.681776e-03,64,38055
1.455000e+01,1.651852e-03,63,38139
1.457000e+01,1.720728e-03,67,38937
1.459000e+01,2.120516e-03,84,39613
1.461000e+01,2.566603e-03,100,38962
1.463000e+01,1.849922e-03,71,38380
1.465000e+01,2.959655e-03,114,38518
1.467000e+01,2.657842e-03,102,38377
1.469000e+01,2.141991e-03,83,38749
1.471000e+01,1.853496e-03,71,38306
1.473000e+01,2.468423e-03,94,38081
1.475000e+01,1.808739e-03,70,38701
1.477000e+01,1.831502e-03,70,38220
1.479000e+01,2.695418e-03,103,38213
1.481000e+01,2.349897e-03,89,37874
1.483000e+01,1.900299e-03,73,38415
1.485000e+01,1.653326e-03,63,38105
1.487000e+01,2.224291e-03,86,38664
1.489000e+01,2.366490e-03,90,38031
1.491000e+01,2.164502e-03,85,39270
1.493000e+01,2.561371e-03,101,39432
1.495000e+01,3.211386e-03,125,38924
1.497000e+01,4.896402e-03,190,38804
1.499000e+01,4.222414e-03,166,39314
1.501000e+01,4.373474e-03,172,39328
1.503000e+01,3.899636e-03,152,38978
1.505000e+01,3.673902e-03,142,38651
1.507000e+01,4.646268e-03,181,38956
1.509000e+01,4.112178e-03,161,39152
1.511000e+01,5.002837e-03,194,38778
1.513000e+01,4.464171e-03,173,38753
1.515000e+01,4.540855e-03,175,38539
1.517000e+01,5.454169e-03,211,38686
1.519000e+01,4.339240e-03,167,38486
1.521000e+01,5.097420e-03,197,38647
1.523000e+01,4.825834e-03,188,38957
1.525000e+01,4.471365e-03,172,38467
1.527000e+01,4.036879e-03,155,38396
1.529000e+01,4.402548e-03,170,38614
1.531000e+01,4.013009e-03,153,38126
1.533000e+01,4.729182e-03,181,38273
1.535000e+01,5.291005e-03,204,38556
1.537000e+01,5.742726e-03,225,39180
1.539000e+01,6.537610e-03,257,39311
1.541000e+01,5.043877e-03,196,38859
1.543000e+01,4.306208e-03,166,38549
1.545000e+01,5.473873e-03,207,37816
1.547000e+01,5.567407e-03,214,38438
1.549000e+01,4.997038e-03,194,38823
1.551000e+01,6.356968e-03,247,38855
1.553000e+01,6.147018e-03,241,39206
1.555000e+01,6.204704e-03,244,39325
1.557000e+01,5.852138e-03,229,39131
1.559000e+01,6.308490e-03,242,38361
1.561000e+01,4.279749e-03,164,38320
1.563000e+01,4.770062e-03,181,37945
1.565000e+01,4.478037e-03,173,38633
1.567000e+01,5.173841e-03,200,38656
1.569000e+01,5.049599e-03,197,39013
1.571000e+01,5.152249e-03,200,38818
1.573000e+01,4.432419e-03,172,38805
1.575000e+01,5.217124e-03,204,39102
1.577000e+01,4.764618e-03,184,38618
1.579000e+01,5.531400e-03,215,38869
1.581000e+01,4.221038e-03,164,38853
1.583000e+01,4.495594e-03,175,38927
1.585000e+01,3.851860e-03,148,38423
1.587000e+01,3.836121e-03,150,39102
1.589000e+01,5.625033e-03,215,38222
1.591000e+01,4.510847e-03,173,38352
1.593000e+01,5.177055e-03,200,38632
1.595000e+01,5.676369e-03,219,38581
1.597000e+01,6.516923e-03,253,38822
1.599000e+01,3.833105e-03,148,38611
1.601000e+01,3.188694e-03,125,39201
1.603000e+01,3.359548e-03,132,39291
1.605000e+01,3.531383e-03,137,38795
1.607000e+01,3.193431e-03,126,39456
1.609000e+01,3.495883e-03,138,39475
1.611000e+01,2.871320e-03,114,39703
1.613000e+01,3.219721e-03,128,39755
1.615000e+01,2.578223e-03,103,39950
1.617000e+01,3.858918e-03,150,38871
1.619000e+01,3.361345e-03,130,38675
1.621000e+01,3.290155e-03,127,38600
1.623000e+01,3.205617e-03,126,39306
1.625000e+01,3.620640e-03,139,38391
1.627000e+01,2.820254e-03,109,38649
1.629000e+01,2.904087e-03,111,38222
1.631000e+01,2.874840e-03,110,38263
1.633000e+01,2.605456e-03,100,38381
1.635000e+01,4.252120e-03,164,38569
1.637000e+01,3.642940e-03,141,38705
1.639000e+01,2.884615e-03,114,39520
1.641000e+01,3.070730e-03,119,38753
1.643000e+01,4.032467e-03,156,38686
1.645000e+01,3.120206e-03,120,38459
1.647000e+01,2.615361e-03,101,38618
1.649000e+01,2.753687e-03,107,38857
1.651000e+01,3.281569e-03,127,38701
1.653000e+01,1.738953e-03,68,39104
1.655000e+01,1.861904e-03,71,38133
1.657000e+01,2.476006e-03,97,39176
1.659000e+01,1.395302e-03,55,39418
1.661000e+01,2.166267e-03,85,39238
1.663000e+01,1.266849e-03,50,39468
1.665000e+01,1.602850e-03,63,39305
1.667000e+01,1.535905e-03,61,39716
1.669000e+01,1.911607e-03,75,39234
1.671000e+01,2.383790e-03,94,39433
1.673000e+01,1.595260e-03,63,39492
1.675000e+01,1.481974e-03,58,39137
1.677000e+01,1.178550e-03,46,39031
1.679000e+01,1.416613e-03,55,38825
1.681000e+01,1.323425e-03,52,39292
1.683000e+01,1.330025e-03,52,39097
1.685000e+01,2.133128e-03,83,38910
1.687000e+01,1.083507e-03,42,38763
1.689000e+01,1.729702e-03,67,38735
1.691000e+01,2.361665e-03,93,39379
1.693000e+01,1.538107e-03,60,39009
1.695000e+01,1.279656e-03,50,39073
1.697000e+01,1.843103e-03,71,38522
1.699000e+01,1.673231e-03,65,38847
1.701000e+01,1.798238e-03,70,38927
1.703000e+01,1.674179e-03,65,38825
1.705000e+01,2.269913e-03,88,38768
1.707000e+01,2.234405e-03,86,38489
1.709000e+01,1.680275e-03,64,38089
1.711000e+01,1.449772e-03,55,37937
1.713000e+01,2.147288e-03,81,37722
1.715000e+01,1.846917e-03,70,37901
1.717000e+01,1.515191e-03,58,38279
1.719000e+01,1.521723e-03,60,39429
1.721000e+01,1.683072e-03,66,39214
1.723000e+01,2.262385e-03,88,38897
1.725000e+01,2.190302e-03,86,39264
1.727000e+01,2.163141e-03,86,39757
1.729000e+01,1.562420e-03,61,39042
1.731000e+01,1.618040e-03,63,38936
1.733000e+01,2.052019e-03,80,38986
1.735000e+01,1.071265e-03,42,39206
1.737000e+01,1.113332e-03,44,39521
1.739000e+01,1.197544e-03,47,39247
1.741000e+01,1.163909e-03,46,39522
1.743000e+01,1.095681e-03,43,39245
1.745000e+01,1.404635e-03,56,39868
1.747000e+01,1.077227e-03,42,38989
1.749000e+01,7.387029e-04,29,39258
1.751000e+01,8.088979e-04,32,39560
1.753000e+01,8.455251e-04,33,39029
1.755000e+01,5.857783e-04,23,39264
1.757000e+01,3.366655e-04,13,38614
1.759000e+01,3.834454e-04,15,39119
1.761000e+01,4.815369e-04,19,39457
1.763000e+01,5.104645e-04,20,39180
1.765000e+01,3.597492e-04,14,38916
1.767000e+01,2.322461e-04,9,38752
1.769000e+01,5.928446e-04,23,38796
1.771000e+01,5.197235e-04,20,38482
1.773000e+01,5.185108e-04,20,38572
1.775000e+01,7.995048e-04,31,38774
1.777000e+01,3.047387e-04,12,39378
1.779000e+01,4.119677e-04,16,38838
1.781000e+01,3.613090e-04,14,38748
1.783000e+01,2.330882e-04,9,38612
1.785000e+01,5.628470e-04,22,39087
1.787000e+01,4.106144e-04,16,38966
1.789000e+01,3.568243e-04,14,39235
1.791000e+01,3.355445e-04,13,38743
1.793000e+01,3.807107e-04,15,39400
1.795000e+01,4.554310e-04,18,39523
1.797000e+01,5.854056e-04,23,39289
1.799000e+01,3.514674e-04,14,39833
1.801000e+01,5.083884e-04,20,39340
1.803000e+01,1.989852e-04,8,40204
1.805000e+01,2.539296e-04,10,39381
1.807000e+01,1.807384e-04,7,38730
1.809000e+01,2.578050e-04,10,38789
1.811000e+01,2.836002e-04,11,38787
1.813000e+01,2.048236e-04,8,39058
1.815000e+01,5.085953e-04,20,39324
1.817000e+01,3.028773e-04,12,39620
1.819000e+01,1.789686e-04,7,39113
1.821000e+01,3.621408e-04,14,38659
1.823000e+01,5.875591e-04,23,39145
1.825000e+01,4.098256e-04,16,39041
1.827000e+01,2.843479e-04,11,38685
1.829000e+01,2.068466e-04,8,38676
1.831000e+01,2.083008e-04,8,38406
1.833000e+01,1.819836e-04,7,38465
1.835000e+01,4.622615e-04,18,38939
1.837000e+01,2.828782e-04,11,38886
1.839000e+01,4.360092e-04,17,38990
1.841000e+01,7.436851e-04,29,38995
1.843000e+01,5.631784e-04,22,39064
1.845000e+01,5.657854e-04,22,38884
1.847000e+01,5.459934e-04,21,38462
1.849000e+01,4.673504e-04,18,38515
1.851000e+01,5.434501e-04,21,38642
1.853000e+01,9.041124e-04,35,38712
1.855000e+01,5.944228e-04,23,38693
1.857000e+01,5.599959e-04,22,39286
1.859000e+01,7.365828e-04,29,39371
1.861000e+01,7.381952e-04,29,39285
1.863000e+01,7.727397e-04,31,40117
1.865000e+01,6.883014e-04,27,39227
1.867000e+01,8.410429e-04,33,39237
1.869000e+01,5.912444e-04,23,38901
1.871000e+01,1.028489e-03,40,38892
1.873000e+01,1.684361e-03,66,39184
1.875000e+01,1.354702e-03,53,39123
1.877000e+01,1.810358e-03,69,38114
1.879000e+01,2.482816e-03,95,38263
1.881000e+01,2.447471e-03,94,38407
1.883000e+01,2.285358e-03,88,38506
1.885000e+01,2.104939e-03,82,38956
1.887000e+01,1.877717e-03,73,38877
1.889000e+01,1.626016e-03,62,38130
1.891000e+01,2.706744e-03,105,38792
1.893000e+01,3.595921e-03,140,38933
1.895000e+01,4.920495e-03,190,38614
1.897000e+01,5.112396e-03,199,38925
1.899000e+01,4.518694e-03,175,38728
1.901000e+01,4.747867e-03,182,38333
1.903000e+01,6.874615e-03,268,38984
1.905000e+01,6.700555e-03,261,38952
1.907000e+01,6.645626e-03,259,38973
1.909000e+01,7.511008e-03,290,38610
1.911000e+01,9.210355e-03,354,38435
1.913000e+01,9.337483e-03,357,38233
1.915000e+01,1.005221e-02,387,38499
1.917000e+01,1.106476e-02,427,38591
1.919000e+01,1.147702e-02,444,38686
1.921000e+01,1.271764e-02,485,38136
1.923000e+01,1.462822e-02,554,37872
1.925000e+01,1.695622e-02,651,38393
1.927000e+01,1.794205e-02,683,38067
1.929000e+01,1.933128e-02,736,38073
1.931000e+01,2.426104e-02,948,39075
1.933000e+01,2.683149e-02,1031,38425
1.935000e+01,2.727627e-02,1050,38495
1.937000e+01,3.276978e-02,1256,38328
1.939000e+01,3.196995e-02,1217,38067
1.941000e+01,3.680735e-02,1371,37248
1.943000e+01,4.453096e-02,1670,37502
1.945000e+01,4.890428e-02,1850,37829
1.947000e+01,5.207094e-02,1970,37833
1.949000e+01,5.337397e-02,1979,37078
1.951000e+01,6.010768e-02,2244,37333
1.953000e+01,6.722554e-02,2510,37337
1.955000e+01,7.022774e-02,2615,37236
1.957000e+01,8.111520e-02,3020,37231
1.959000e+01,8.923482e-02,3256,36488
1.961000e+01,1.025641e-01,3680,35880
1.963000e+01,1.158788e-01,4167,35960
1.965000e+01,1.267055e-01,4569,36060
1.967000e+01,1.369666e-01,4863,35505
1.969000e+01,1.486048e-01,5267,35443
1.971000e+01,1.688759e-01,6026,35683
1.973000e+01,1.805181e-01,6286,34822
1.975000e+01,1.963306e-01,6763,34447
1.977000e+01,2.141937e-01,7319,34170
1.979000e+01,2.297356e-01,7882,34309
1.981000e+01,2.464913e-01,8360,33916
1.983000e+01,2.765305e-01,9102,32915
1.985000e+01,2.966496e-01,10014,33757
1.987000e+01,3.176540e-01,10751,33845
1.989000e+01,3.448378e-01,11590,33610
1.991000e+01,3.706449e-01,12202,32921
1.993000e+01,3.986948e-01,12891,32333
1.995000e+01,4.185187e-01,13596,32486
1.997000e+01,4.459363e-01,14414,32323
1.999000e+01,4.723552e-01,15190,32158
