# step=10000 samples=4671226772094713856 bins=1000 vmax=30
v_center, density, count
1.429000e+01,2.570833e-02,39488
1.431000e+01,2.566211e-02,39417
1.433000e+01,2.525065e-02,38785
1.435000e+01,2.531836e-02,38889
1.437000e+01,2.548503e-02,39145
1.439000e+01,2.573698e-02,39532
1.441000e+01,2.550911e-02,39182
1.443000e+01,2.543945e-02,39075
1.445000e+01,2.511458e-02,38576
1.447000e+01,2.492839e-02,38290
1.449000e+01,2.502083e-02,38432
1.451000e+01,2.481641e-02,38118
1.453000e+01,2.477539e-02,38055
1.455000e+01,2.483008e-02,38139
1.457000e+01,2.534961e-02,38937
1.459000e+01,2.578971e-02,39613
1.461000e+01,2.536589e-02,38962
1.463000e+01,2.498698e-02,38380
1.465000e+01,2.507682e-02,38518
1.467000e+01,2.498503e-02,38377
1.469000e+01,2.522721e-02,38749
1.471000e+01,2.493880e-02,38306
1.473000e+01,2.479232e-02,38081
1.475000e+01,2.519596e-02,38701
1.477000e+01,2.488281e-02,38220
1.479000e+01,2.487826e-02,38213
1.481000e+01,2.465755e-02,37874
1.483000e+01,2.500977e-02,38415
1.485000e+01,2.480794e-02,38105
1.487000e+01,2.517187e-02,38664
1.489000e+01,2.475977e-02,38031
1.491000e+01,2.556641e-02,39270
1.493000e+01,2.567188e-02,39432
1.495000e+01,2.534115e-02,38924
1.497000e+01,2.526302e-02,38804
1.499000e+01,2.559505e-02,39314
1.501000e+01,2.560417e-02,39328
1.503000e+01,2.537630e-02,38978
1.505000e+01,2.516341e-02,38651
1.507000e+01,2.536198e-02,38956
1.509000e+01,2.548958e-02,39152
1.511000e+01,2.524609e-02,38778
1.513000e+01,2.522982e-02,38753
1.515000e+01,2.509049e-02,38539
1.517000e+01,2.518620e-02,38686
1.519000e+01,2.505599e-02,38486
1.521000e+01,2.516081e-02,38647
1.523000e+01,2.536263e-02,38957
1.525000e+01,2.504362e-02,38467
1.527000e+01,2.499740e-02,38396
1.529000e+01,2.513932e-02,38614
1.531000e+01,2.482161e-02,38126
1.533000e+01,2.491732e-02,38273
1.535000e+01,2.510156e-02,38556
1.537000e+01,2.550781e-02,39180
1.539000e+01,2.559310e-02,39311
1.541000e+01,2.529883e-02,38859
1.543000e+01,2.509701e-02,38549
1.545000e+01,2.461979e-02,37816
1.547000e+01,2.502474e-02,38438
1.549000e+01,2.527539e-02,38823
1.551000e+01,2.529622e-02,38855
1.553000e+01,2.552474e-02,39206
1.555000e+01,2.560221e-02,39325
1.557000e+01,2.547591e-02,39131
1.559000e+01,2.497461e-02,38361
1.561000e+01,2.494792e-02,38320
1.563000e+01,2.470378e-02,37945
1.565000e+01,2.515169e-02,38633
1.567000e+01,2.516667e-02,38656
1.569000e+01,2.539909e-02,39013
1.571000e+01,2.527214e-02,38818
1.573000e+01,2.526367e-02,38805
1.575000e+01,2.545703e-02,39102
1.577000e+01,2.514193e-02,38618
1.579000e+01,2.530534e-02,38869
1.581000e+01,2.529492e-02,38853
1.583000e+01,2.534310e-02,38927
1.585000e+01,2.501497e-02,38423
1.587000e+01,2.545703e-02,39102
1.589000e+01,2.488411e-02,38222
1.591000e+01,2.496875e-02,38352
1.593000e+01,2.515104e-02,38632
1.595000e+01,2.511784e-02,38581
1.597000e+01,2.527474e-02,38822
1.599000e+01,2.513737e-02,38611
1.601000e+01,2.552148e-02,39201
1.603000e+01,2.558008e-02,39291
1.605000e+01,2.525716e-02,38795
1.607000e+01,2.568750e-02,39456
1.609000e+01,2.569987e-02,39475
1.611000e+01,2.584831e-02,39703
1.613000e+01,2.588216e-02,39755
1.615000e+01,2.600911e-02,39950
1.617000e+01,2.530664e-02,38871
1.619000e+01,2.517904e-02,38675
1.621000e+01,2.513021e-02,38600
1.623000e+01,2.558984e-02,39306
1.625000e+01,2.499414e-02,38391
1.627000e+01,2.516211e-02,38649
1.629000e+01,2.488411e-02,38222
1.631000e+01,2.491081e-02,38263
1.633000e+01,2.498763e-02,38381
1.635000e+01,2.511003e-02,38569
1.637000e+01,2.519857e-02,38705
1.639000e+01,2.572917e-02,39520
1.641000e+01,2.522982e-02,38753
1.643000e+01,2.518620e-02,38686
1.645000e+01,2.503841e-02,38459
1.647000e+01,2.514193e-02,38618
1.649000e+01,2.529753e-02,38857
1.651000e+01,2.519596e-02,38701
1.653000e+01,2.545833e-02,39104
1.655000e+01,2.482617e-02,38133
1.657000e+01,2.550521e-02,39176
1.659000e+01,2.566276e-02,39418
1.661000e+01,2.554557e-02,39238
1.663000e+01,2.569531e-02,39468
1.665000e+01,2.558919e-02,39305
1.667000e+01,2.585677e-02,39716
1.669000e+01,2.554297e-02,39234
1.671000e+01,2.567253e-02,39433
1.673000e+01,2.571094e-02,39492
1.675000e+01,2.547982e-02,39137
1.677000e+01,2.541081e-02,39031
1.679000e+01,2.527669e-02,38825
1.681000e+01,2.558073e-02,39292
1.683000e+01,2.545378e-02,39097
1.685000e+01,2.533203e-02,38910
1.687000e+01,2.523633e-02,38763
1.689000e+01,2.521810e-02,38735
1.691000e+01,2.563737e-02,39379
1.693000e+01,2.539648e-02,39009
1.695000e+01,2.543815e-02,39073
1.697000e+01,2.507943e-02,38522
1.699000e+01,2.529102e-02,38847
1.701000e+01,2.534310e-02,38927
1.703000e+01,2.527669e-02,38825
1.705000e+01,2.523958e-02,38768
1.707000e+01,2.505794e-02,38489
1.709000e+01,2.479753e-02,38089
1.711000e+01,2.469857e-02,37937
1.713000e+01,2.455859e-02,37722
1.715000e+01,2.467513e-02,37901
1.717000e+01,2.492122e-02,38279
1.719000e+01,2.566992e-02,39429
1.721000e+01,2.552995e-02,39214
1.723000e+01,2.532357e-02,38897
1.725000e+01,2.556250e-02,39264
1.727000e+01,2.588346e-02,39757
1.729000e+01,2.541797e-02,39042
1.731000e+01,2.534896e-02,38936
1.733000e+01,2.538151e-02,38986
1.735000e+01,2.552474e-02,39206
1.737000e+01,2.572982e-02,39521
1.739000e+01,2.555143e-02,39247
1.741000e+01,2.573047e-02,39522
1.743000e+01,2.555013e-02,39245
1.745000e+01,2.595573e-02,39868
1.747000e+01,2.538346e-02,38989
1.749000e+01,2.555859e-02,39258
1.751000e+01,2.575521e-02,39560
1.753000e+01,2.540951e-02,39029
1.755000e+01,2.556250e-02,39264
1.757000e+01,2.513932e-02,38614
1.759000e+01,2.546810e-02,39119
1.761000e+01,2.568815e-02,39457
1.763000e+01,2.550781e-02,39180
1.765000e+01,2.533594e-02,38916
1.767000e+01,2.522917e-02,38752
1.769000e+01,2.525781e-02,38796
1.771000e+01,2.505339e-02,38482
1.773000e+01,2.511198e-02,38572
1.775000e+01,2.524349e-02,38774
1.777000e+01,2.563672e-02,39378
1.779000e+01,2.528516e-02,38838
1.781000e+01,2.522656e-02,38748
1.783000e+01,2.513802e-02,38612
1.785000e+01,2.544727e-02,39087
1.787000e+01,2.536849e-02,38966
1.789000e+01,2.554362e-02,39235
1.791000e+01,2.522331e-02,38743
1.793000e+01,2.565104e-02,39400
1.795000e+01,2.573112e-02,39523
1.797000e+01,2.557878e-02,39289
1.799000e+01,2.593294e-02,39833
1.801000e+01,2.561198e-02,39340
1.803000e+01,2.617448e-02,40204
1.805000e+01,2.563867e-02,39381
1.807000e+01,2.521484e-02,38730
1.809000e+01,2.525326e-02,38789
1.811000e+01,2.525195e-02,38787
1.813000e+01,2.542839e-02,39058
1.815000e+01,2.560156e-02,39324
1.817000e+01,2.579427e-02,39620
1.819000e+01,2.546419e-02,39113
1.821000e+01,2.516862e-02,38659
1.823000e+01,2.548503e-02,39145
1.825000e+01,2.541732e-02,39041
1.827000e+01,2.518555e-02,38685
1.829000e+01,2.517969e-02,38676
1.831000e+01,2.500391e-02,38406
1.833000e+01,2.504232e-02,38465
1.835000e+01,2.535091e-02,38939
1.837000e+01,2.531641e-02,38886
1.839000e+01,2.538411e-02,38990
1.841000e+01,2.538737e-02,38995
1.843000e+01,2.543229e-02,39064
1.845000e+01,2.531510e-02,38884
1.847000e+01,2.504036e-02,38462
1.849000e+01,2.507487e-02,38515
1.851000e+01,2.515755e-02,38642
1.853000e+01,2.520312e-02,38712
1.855000e+01,2.519076e-02,38693
1.857000e+01,2.557682e-02,39286
1.859000e+01,2.563216e-02,39371
1.861000e+01,2.557617e-02,39285
1.863000e+01,2.611784e-02,40117
1.865000e+01,2.553841e-02,39227
1.867000e+01,2.554492e-02,39237
1.869000e+01,2.532617e-02,38901
1.871000e+01,2.532031e-02,38892
1.873000e+01,2.551042e-02,39184
1.875000e+01,2.547070e-02,39123
1.877000e+01,2.481380e-02,38114
1.879000e+01,2.491081e-02,38263
1.881000e+01,2.500456e-02,38407
1.883000e+01,2.506901e-02,38506
1.885000e+01,2.536198e-02,38956
1.887000e+01,2.531055e-02,38877
1.889000e+01,2.482422e-02,38130
1.891000e+01,2.525521e-02,38792
1.893000e+01,2.534701e-02,38933
1.895000e+01,2.513932e-02,38614
1.897000e+01,2.534180e-02,38925
1.899000e+01,2.521354e-02,38728
1.901000e+01,2.495638e-02,38333
1.903000e+01,2.538021e-02,38984
1.905000e+01,2.535937e-02,38952
1.907000e+01,2.537305e-02,38973
1.909000e+01,2.513672e-02,38610
1.911000e+01,2.502279e-02,38435
1.913000e+01,2.489128e-02,38233
1.915000e+01,2.506445e-02,38499
1.917000e+01,2.512435e-02,38591
1.919000e+01,2.518620e-02,38686
1.921000e+01,2.482812e-02,38136
1.923000e+01,2.465625e-02,37872
1.925000e+01,2.499544e-02,38393
1.927000e+01,2.478320e-02,38067
1.929000e+01,2.478711e-02,38073
1.931000e+01,2.543945e-02,39075
1.933000e+01,2.501628e-02,38425
1.935000e+01,2.506185e-02,38495
1.937000e+01,2.495312e-02,38328
1.939000e+01,2.478320e-02,38067
1.941000e+01,2.425000e-02,37248
1.943000e+01,2.441536e-02,37502
1.945000e+01,2.462826e-02,37829
1.947000e+01,2.463086e-02,37833
1.949000e+01,2.413932e-02,37078
1.951000e+01,2.430534e-02,37333
1.953000e+01,2.430794e-02,37337
1.955000e+01,2.424219e-02,37236
1.957000e+01,2.423893e-02,37231
1.959000e+01,2.375521e-02,36488
1.961000e+01,2.335937e-02,35880
1.963000e+01,2.341146e-02,35960
1.965000e+01,2.347656e-02,36060
1.967000e+01,2.311523e-02,35505
1.969000e+01,2.307487e-02,35443
1.971000e+01,2.323112e-02,35683
1.973000e+01,2.267057e-02,34822
1.975000e+01,2.242643e-02,34447
1.977000e+01,2.224609e-02,34170
1.979000e+01,2.233659e-02,34309
1.981000e+01,2.208073e-02,33916
1.983000e+01,2.142904e-02,32915
1.985000e+01,2.197721e-02,33757
1.987000e+01,2.203451e-02,33845
1.989000e+01,2.188151e-02,33610
1.991000e+01,2.143294e-02,32921
1.993000e+01,2.105013e-02,32333
1.995000e+01,2.114974e-02,32486
1.997000e+01,2.104362e-02,32323
1.999000e+01,2.093620e-02,32158
