time,kinetic_energy,potential_energy,total_energy
10.220000,570.438891,1755.623932,2326.062823,0.000000
10.230000,562.274244,1755.530484,2317.804728,0.000000
10.240000,562.158418,1755.279117,2317.437534,0.000000
10.250000,561.662576,1755.688285,2317.350861,0.000000
10.260000,554.885578,1755.327327,2310.212905,0.000000
10.270000,554.990548,1754.589153,2309.579701,0.000000
10.280000,559.490611,1753.983839,2313.474449,0.000000
10.290000,561.458075,1752.350860,2313.808935,0.000000
10.300000,565.994828,1750.906998,2316.901826,0.000000
10.310000,569.723470,1749.918772,2319.642242,0.000000
10.320000,561.543978,1749.109451,2310.653429,0.000000
10.330000,553.075933,1749.561919,2302.637852,0.000000
10.340000,551.105735,1749.972768,2301.078503,0.000000
10.350000,549.687558,1750.239906,2299.927463,0.000000
10.360000,552.520893,1749.998790,2302.519683,0.000000
10.370000,553.767652,1749.563019,2303.330671,0.000000
10.380000,551.502112,1748.367703,2299.869815,0.000000
10.390000,552.467597,1747.108075,2299.575672,0.000000
10.400000,558.733079,1745.809031,2304.542110,0.000000
10.410000,565.480829,1744.858625,2310.339454,0.000000
10.420000,565.026257,1744.533635,2309.559891,0.000000
10.430000,560.814851,1744.275501,2305.090352,0.000000
10.440000,557.136478,1744.997757,2302.134235,0.000000
10.450000,555.873240,1745.358278,2301.231518,0.000000
10.460000,557.414389,1745.491178,2302.905567,0.000000
10.470000,560.498240,1745.597903,2306.096144,0.000000
10.480000,559.009929,1746.055221,2305.065150,0.000000
10.490000,561.653199,1746.992857,2308.646056,0.000000
10.500000,570.956274,1748.615930,2319.572203,0.000000
10.510000,572.917919,1750.249421,2323.167340,0.000000
10.520000,570.916420,1751.217533,2322.133953,0.000000
10.530000,573.929127,1751.763855,2325.692982,0.000000
10.540000,575.084246,1751.906980,2326.991227,0.000000
10.550000,572.143824,1750.883106,2323.026930,0.000000
10.560000,571.069285,1748.872523,2319.941808,0.000000
10.570000,573.668595,1746.059316,2319.727911,0.000000
10.580000,576.976476,1743.570500,2320.546976,0.000000
10.590000,583.060604,1740.070467,2323.131071,0.000000
10.600000,589.997241,1736.458350,2326.455591,0.000000
10.610000,600.249576,1732.508862,2332.758438,0.000000
10.620000,609.790280,1728.842253,2338.632533,0.000000
10.630000,618.308049,1725.068475,2343.376524,0.000000
10.640000,623.288952,1722.201905,2345.490857,0.000000
10.650000,623.140978,1720.329642,2343.470620,0.000000
10.660000,623.905360,1719.479923,2343.385283,0.000000
10.670000,621.688401,1719.711979,2341.400381,0.000000
10.680000,618.673011,1721.169035,2339.842045,0.000000
10.690000,617.833228,1723.298287,2341.131516,0.000000
10.700000,613.587829,1726.129865,2339.717693,0.000000
10.710000,607.997758,1730.222430,2338.220188,0.000000
10.720000,604.485236,1734.258179,2338.743414,0.000000
10.730000,597.802865,1738.366730,2336.169595,0.000000
10.740000,592.537428,1742.840621,2335.378049,0.000000
10.750000,585.655571,1746.934272,2332.589844,0.000000
10.760000,575.783847,1751.526065,2327.309912,0.000000
10.770000,572.808213,1756.180728,2328.988941,0.000000
10.780000,572.289841,1760.786773,2333.076615,0.000000
10.790000,568.773695,1764.529381,2333.303076,0.000000
10.800000,563.057571,1767.775510,2330.833081,0.000000
10.810000,558.019064,1770.819882,2328.838946,0.000000
10.820000,551.786769,1772.658025,2324.444794,0.000000
10.830000,547.878015,1773.619507,2321.497522,0.000000
10.840000,551.558103,1773.755865,2325.313968,0.000000
10.850000,553.350863,1772.993150,2326.344013,0.000000
10.860000,551.846416,1771.154084,2323.000501,0.000000
10.870000,554.321751,1769.676764,2323.998516,0.000000
10.880000,558.213317,1767.970501,2326.183818,0.000000
10.890000,561.199522,1766.269663,2327.469185,0.000000
10.900000,566.700167,1764.005574,2330.705742,0.000000
10.910000,570.784266,1761.334783,2332.119050,0.000000
10.920000,570.526591,1758.173627,2328.700217,0.000000
10.930000,577.319269,1754.461165,2331.780434,0.000000
10.940000,586.023947,1750.670713,2336.694660,0.000000
10.950000,591.991481,1747.414537,2339.406019,0.000000
10.960000,596.518512,1744.085757,2340.604270,0.000000
10.970000,595.024455,1741.522283,2336.546738,0.000000
10.980000,593.728373,1738.924989,2332.653362,0.000000
10.990000,594.613055,1737.263788,2331.876843,0.000000
11.000000,596.167443,1735.866626,2332.034069,0.000000
11.010000,596.283752,1735.392761,2331.676512,0.000000
11.020000,590.566726,1736.173289,2326.740015,0.000000
11.030000,580.742469,1737.639557,2318.382026,0.000000
11.040000,573.708967,1739.272636,2312.981603,0.000000
11.050000,571.543892,1741.481391,2313.025283,0.000000
11.060000,567.329469,1743.902525,2311.231994,0.000000
11.070000,560.885971,1746.726957,2307.612928,0.000000
11.080000,559.585782,1750.046427,2309.632209,0.000000
11.090000,558.036708,1752.965272,2311.001979,0.000000
11.100000,555.069953,1754.915661,2309.985613,0.000000
11.110000,552.351768,1756.586220,2308.937989,0.000000
11.120000,549.849181,1758.879555,2308.728737,0.000000
11.130000,548.671774,1761.670124,2310.341897,0.000000
11.140000,542.640871,1763.876110,2306.516981,0.000000
11.150000,538.732974,1765.484857,2304.217831,0.000000
11.160000,541.744656,1766.248136,2307.992792,0.000000
11.170000,540.691667,1766.818869,2307.510537,0.000000
11.180000,537.399215,1766.941711,2304.340926,0.000000
11.190000,539.894716,1766.645773,2306.540489,0.000000
11.200000,541.128582,1765.898480,2307.027062,0.000000
11.210000,544.964571,1764.427394,2309.391964,0.000000
11.220000,550.792526,1762.185757,2312.978283,0.000000
11.230000,554.005415,1759.397017,2313.402432,0.000000
11.240000,555.955792,1756.508906,2312.464698,0.000000
11.250000,555.342317,1754.215600,2309.557917,0.000000
11.260000,560.313661,1752.292657,2312.606318,0.000000
11.270000,563.757502,1750.064944,2313.822445,0.000000
11.280000,563.979642,1748.715268,2312.694910,0.000000
11.290000,563.040764,1747.575576,2310.616340,0.000000
11.300000,561.645834,1745.933274,2307.579109,0.000000
11.310000,561.943823,1744.096814,2306.040637,0.000000
11.320000,560.512981,1742.838025,2303.351006,0.000000
11.330000,556.951583,1742.925234,2299.876817,0.000000
11.340000,556.174111,1743.139979,2299.314091,0.000000
11.350000,560.493889,1743.538854,2304.032743,0.000000
11.360000,563.415095,1744.452359,2307.867455,0.000000
11.370000,557.205986,1745.065782,2302.271768,0.000000
11.380000,549.442857,1745.590681,2295.033538,0.000000
11.390000,544.495001,1746.866486,2291.361487,0.000000
11.400000,544.027192,1748.732992,2292.760184,0.000000
11.410000,549.062432,1750.678862,2299.741293,0.000000
11.420000,552.868320,1752.173495,2305.041815,0.000000
11.430000,552.063443,1753.013452,2305.076895,0.000000
11.440000,557.063808,1754.133095,2311.196903,0.000000
11.450000,562.047826,1754.932093,2316.979920,0.000000
11.460000,557.900229,1755.631625,2313.531854,0.000000
11.470000,552.005803,1755.739159,2307.744962,0.000000
11.480000,548.636263,1755.706847,2304.343110,0.000000
11.490000,546.155071,1755.329602,2301.484674,0.000000
11.500000,547.113945,1755.029657,2302.143602,0.000000
11.510000,550.641780,1755.064664,2305.706444,0.000000
11.520000,551.761000,1754.924428,2306.685428,0.000000
11.530000,552.784251,1754.295323,2307.079574,0.000000
11.540000,551.983614,1753.209138,2305.192752,0.000000
11.550000,550.500995,1752.146614,2302.647609,0.000000
11.560000,552.728370,1751.142372,2303.870742,0.000000
11.570000,555.343418,1750.916578,2306.259996,0.000000
11.580000,556.528611,1750.384640,2306.913250,0.000000
11.590000,555.768737,1749.494633,2305.263370,0.000000
11.600000,554.807876,1747.972960,2302.780835,0.000000
11.610000,553.715991,1746.012158,2299.728149,0.000000
11.620000,553.263494,1743.515867,2296.779361,0.000000
11.630000,561.836063,1740.574690,2302.410753,0.000000
11.640000,571.582539,1737.224713,2308.807251,0.000000
11.650000,570.203468,1734.568628,2304.772096,0.000000
11.660000,570.235600,1732.471665,2302.707265,0.000000
11.670000,572.172271,1730.045625,2302.217896,0.000000
11.680000,574.741994,1727.914172,2302.656166,0.000000
11.690000,573.449919,1726.173233,2299.623152,0.000000
11.700000,567.200400,1724.971078,2292.171478,0.000000
11.710000,562.941941,1724.204926,2287.146867,0.000000
11.720000,562.482573,1723.886235,2286.368808,0.000000
11.730000,562.573634,1723.487632,2286.061266,0.000000
11.740000,563.660700,1722.944129,2286.604829,0.000000
11.750000,565.859636,1723.113361,2288.972997,0.000000
11.760000,572.403423,1723.970767,2296.374189,0.000000
11.770000,577.582708,1725.469847,2303.052554,0.000000
11.780000,578.160774,1726.951808,2305.112581,0.000000
11.790000,572.769807,1729.374820,2302.144627,0.000000
11.800000,566.818689,1731.960739,2298.779428,0.000000
11.810000,567.430711,1734.721047,2302.151757,0.000000
11.820000,564.162790,1737.742611,2301.905401,0.000000
11.830000,559.447005,1741.258246,2300.705252,0.000000
11.840000,560.559513,1744.001980,2304.561494,0.000000
11.850000,560.068336,1746.701402,2306.769738,0.000000
11.860000,559.348272,1749.548281,2308.896553,0.000000
11.870000,562.437199,1751.501872,2313.939071,0.000000
11.880000,558.279165,1753.482565,2311.761730,0.000000
11.890000,552.986893,1754.527889,2307.514781,0.000000
11.900000,550.865253,1754.736272,2305.601525,0.000000
11.910000,547.258106,1753.976131,2301.234238,0.000000
11.920000,548.603191,1751.895427,2300.498618,0.000000
11.930000,551.635189,1748.943003,2300.578191,0.000000
11.940000,552.790567,1747.013605,2299.804171,0.000000
11.950000,553.112420,1745.298244,2298.410665,0.000000
11.960000,551.087599,1743.943189,2295.030787,0.000000
11.970000,553.844880,1742.624418,2296.469299,0.000000
11.980000,555.089407,1741.142171,2296.231578,0.000000
11.990000,555.071149,1739.150072,2294.221221,0.000000
12.000000,556.813906,1738.078355,2294.892261,0.000000
12.010000,555.284952,1737.252924,2292.537877,0.000000
12.020000,554.561946,1737.043205,2291.605150,0.000000
12.030000,552.425917,1737.452802,2289.878720,0.000000
12.040000,548.936150,1739.069652,2288.005802,0.000000
12.050000,551.567347,1740.862044,2292.429391,0.000000
12.060000,547.759876,1743.813137,2291.573012,0.000000
12.070000,533.884771,1746.938790,2280.823561,0.000000
12.080000,525.638512,1749.265089,2274.903601,0.000000
12.090000,523.406786,1751.535361,2274.942147,0.000000
12.100000,524.694909,1752.964995,2277.659904,0.000000
12.110000,523.529667,1753.841735,2277.371402,0.000000
12.120000,522.291836,1754.467602,2276.759438,0.000000
12.130000,526.479284,1754.296033,2280.775317,0.000000
12.140000,526.835434,1753.567164,2280.402599,0.000000
12.150000,526.857492,1752.556498,2279.413990,0.000000
12.160000,527.749738,1751.456984,2279.206721,0.000000
12.170000,522.337447,1750.613487,2272.950934,0.000000
12.180000,520.171803,1750.107873,2270.279676,0.000000
12.190000,521.098464,1749.286731,2270.385195,0.000000
12.200000,522.226858,1748.811010,2271.037869,0.000000
12.210000,523.006433,1748.687766,2271.694199,0.000000
12.220000,529.047806,1747.633992,2276.681799,0.000000
12.230000,533.887659,1746.062156,2279.949814,0.000000
12.240000,536.110253,1744.252384,2280.362638,0.000000
12.250000,540.955460,1742.675099,2283.630559,0.000000
12.260000,544.227166,1740.536499,2284.763666,0.000000
12.270000,546.307566,1738.504046,2284.811612,0.000000
12.280000,546.472209,1736.681266,2283.153475,0.000000
12.290000,542.063728,1735.075669,2277.139397,0.000000
12.300000,543.547073,1733.436416,2276.983488,0.000000
12.310000,548.676961,1731.911387,2280.588348,0.000000
12.320000,549.403047,1730.625741,2280.028788,0.000000
12.330000,548.758314,1730.372665,2279.130979,0.000000
12.340000,551.000979,1730.356296,2281.357275,0.000000
12.350000,546.762778,1730.718224,2277.481002,0.000000
12.360000,544.821471,1731.905462,2276.726933,0.000000
12.370000,548.135976,1732.818000,2280.953976,0.000000
12.380000,549.469717,1732.970698,2282.440415,0.000000
12.390000,546.237241,1732.953872,2279.191114,0.000000
12.400000,544.547824,1731.724180,2276.272004,0.000000
12.410000,543.704268,1730.887603,2274.591871,0.000000
12.420000,539.334090,1730.496063,2269.830153,0.000000
12.430000,535.818443,1729.934866,2265.753308,0.000000
12.440000,537.650840,1728.834773,2266.485613,0.000000
12.450000,541.913055,1728.157342,2270.070397,0.000000
12.460000,545.498776,1727.925477,2273.424253,0.000000
12.470000,547.909747,1728.986084,2276.895832,0.000000
12.480000,544.870236,1730.663528,2275.533764,0.000000
12.490000,533.481236,1733.293853,2266.775088,0.000000
12.500000,526.076609,1736.499555,2262.576164,0.000000
12.510000,528.793765,1738.159228,2266.952992,0.000000
12.520000,529.990015,1739.084698,2269.074713,0.000000
12.530000,525.506360,1739.719689,2265.226049,0.000000
12.540000,522.547837,1740.372253,2262.920090,0.000000
12.550000,519.223392,1740.185447,2259.408839,0.000000
12.560000,520.608870,1738.780508,2259.389378,0.000000
12.570000,524.507344,1736.222690,2260.730034,0.000000
12.580000,528.992645,1733.331574,2262.324218,0.000000
12.590000,538.956793,1729.945234,2268.902026,0.000000
12.600000,545.238844,1726.590988,2271.829832,0.000000
12.610000,545.598467,1723.976085,2269.574552,0.000000
12.620000,547.730943,1721.891912,2269.622855,0.000000
12.630000,544.025349,1721.321997,2265.347346,0.000000
12.640000,546.942746,1721.856299,2268.799046,0.000000
12.650000,552.970416,1723.481556,2276.451972,0.000000
12.660000,552.203387,1725.560363,2277.763750,0.000000
12.670000,549.386281,1727.781889,2277.168170,0.000000
12.680000,548.964274,1730.225556,2279.189830,0.000000
12.690000,548.864821,1732.404453,2281.269273,0.000000
12.700000,545.158733,1734.054549,2279.213282,0.000000
12.710000,547.354170,1735.431671,2282.785841,0.000000
12.720000,549.629874,1736.705447,2286.335320,0.000000
12.730000,547.706345,1737.262593,2284.968938,0.000000
12.740000,547.617089,1737.061635,2284.678724,0.000000
12.750000,546.100006,1736.331115,2282.431120,0.000000
12.760000,540.580040,1734.966699,2275.546739,0.000000
12.770000,540.605854,1733.305389,2273.911244,0.000000
12.780000,543.852008,1731.333323,2275.185330,0.000000
12.790000,543.665881,1728.780153,2272.446034,0.000000
12.800000,543.040007,1726.440651,2269.480658,0.000000
12.810000,546.107944,1724.294404,2270.402348,0.000000
12.820000,556.092915,1722.537687,2278.630603,0.000000
12.830000,568.933836,1720.645916,2289.579752,0.000000
12.840000,575.407013,1719.400672,2294.807685,0.000000
12.850000,571.629656,1719.411705,2291.041361,0.000000
12.860000,567.920507,1720.003106,2287.923613,0.000000
12.870000,568.834416,1720.938008,2289.772425,0.000000
12.880000,568.213772,1723.032412,2291.246183,0.000000
12.890000,569.109311,1725.054110,2294.163421,0.000000
12.900000,568.256568,1727.584906,2295.841473,0.000000
12.910000,564.225672,1729.520345,2293.746017,0.000000
12.920000,559.048121,1731.650073,2290.698195,0.000000
12.930000,557.369403,1732.811780,2290.181183,0.000000
12.940000,558.937665,1733.590902,2292.528567,0.000000
12.950000,554.782052,1734.473561,2289.255614,0.000000
12.960000,551.649841,1735.244580,2286.894421,0.000000
12.970000,551.477739,1736.179095,2287.656833,0.000000
12.980000,549.620642,1737.075247,2286.695889,0.000000
12.990000,545.526850,1737.096835,2282.623685,0.000000
13.000000,543.324063,1736.907411,2280.231474,0.000000
13.010000,547.622025,1736.610247,2284.232272,0.000000
13.020000,552.195726,1736.660828,2288.856554,0.000000
13.030000,554.328024,1736.271601,2290.599625,0.000000
13.040000,558.077471,1736.505611,2294.583082,0.000000
13.050000,560.691922,1737.482660,2298.174582,0.000000
13.060000,555.964018,1738.738790,2294.702809,0.000000
13.070000,546.110888,1740.091510,2286.202398,0.000000
13.080000,540.243438,1741.215720,2281.459158,0.000000
13.090000,536.870740,1742.424635,2279.295375,0.000000
13.100000,531.027478,1743.227492,2274.254970,0.000000
13.110000,525.115787,1743.452289,2268.568076,0.000000
13.120000,525.183405,1742.855157,2268.038562,0.000000
13.130000,526.825488,1742.054074,2268.879562,0.000000
13.140000,528.060503,1740.700681,2268.761184,0.000000
13.150000,531.262774,1739.282761,2270.545535,0.000000
13.160000,535.028022,1738.156101,2273.184123,0.000000
13.170000,541.136363,1737.043653,2278.180017,0.000000
13.180000,543.797457,1736.625104,2280.422561,0.000000
13.190000,539.385856,1736.820191,2276.206046,0.000000
13.200000,538.359678,1738.320176,2276.679854,0.000000
13.210000,540.540716,1739.914969,2280.455685,0.000000
13.220000,541.840146,1741.414158,2283.254304,0.000000
13.230000,541.817577,1743.248485,2285.066061,0.000000
13.240000,535.488576,1745.913405,2281.401980,0.000000
13.250000,530.701059,1748.555692,2279.256751,0.000000
13.260000,527.457812,1750.940877,2278.398689,0.000000
13.270000,527.521465,1752.611816,2280.133281,0.000000
13.280000,529.058204,1752.917725,2281.975929,0.000000
13.290000,531.360308,1753.390092,2284.750400,0.000000
13.300000,537.173325,1753.273487,2290.446812,0.000000
13.310000,537.439652,1752.001244,2289.440896,0.000000
13.320000,539.200462,1750.299827,2289.500288,0.000000
13.330000,543.907244,1747.239755,2291.146999,0.000000
13.340000,543.024823,1743.397542,2286.422364,0.000000
13.350000,542.782874,1738.892388,2281.675262,0.000000
13.360000,547.068638,1733.922894,2280.991532,0.000000
13.370000,551.533141,1729.309415,2280.842557,0.000000
13.380000,556.221608,1724.424385,2280.645993,0.000000
13.390000,559.859215,1718.984132,2278.843347,0.000000
13.400000,565.875773,1713.696530,2279.572303,0.000000
13.410000,569.643032,1709.025433,2278.668466,0.000000
13.420000,573.528979,1704.258312,2277.787292,0.000000
13.430000,582.946753,1699.559002,2282.505755,0.000000
13.440000,587.214960,1696.657560,2283.872520,0.000000
13.450000,587.570812,1695.843790,2283.414602,0.000000
13.460000,588.448640,1696.119215,2284.567855,0.000000
13.470000,587.289667,1698.309679,2285.599346,0.000000
13.480000,580.456866,1702.401971,2282.858837,0.000000
13.490000,573.267612,1707.875957,2281.143569,0.000000
13.500000,570.092834,1714.050860,2284.143695,0.000000
13.510000,563.605787,1720.927239,2284.533026,0.000000
13.520000,556.132547,1728.497681,2284.630228,0.000000
13.530000,551.634200,1735.905266,2287.539466,0.000000
13.540000,551.906395,1743.059288,2294.965682,0.000000
13.550000,550.322607,1749.123451,2299.446058,0.000000
13.560000,546.578745,1754.159120,2300.737865,0.000000
13.570000,541.811553,1757.654814,2299.466367,0.000000
13.580000,538.857401,1759.316853,2298.174254,0.000000
13.590000,541.663070,1760.121333,2301.784403,0.000000
13.600000,544.222421,1760.038989,2304.261410,0.000000
13.610000,546.222563,1758.990052,2305.212615,0.000000
13.620000,553.156625,1756.931191,2310.087817,0.000000
13.630000,561.145673,1754.518758,2315.664431,0.000000
13.640000,565.245665,1751.255912,2316.501577,0.000000
13.650000,566.200338,1748.254750,2314.455088,0.000000
13.660000,567.436427,1745.339813,2312.776240,0.000000
13.670000,568.925078,1742.462288,2311.387366,0.000000
13.680000,569.484758,1740.291265,2309.776023,0.000000
13.690000,571.729923,1738.543807,2310.273730,0.000000
13.700000,575.095207,1738.266068,2313.361275,0.000000
13.710000,576.535211,1738.420641,2314.955851,0.000000
13.720000,576.852951,1738.827423,2315.680373,0.000000
13.730000,577.969638,1739.505752,2317.475390,0.000000
13.740000,579.760967,1739.734675,2319.495642,0.000000
13.750000,580.937451,1740.054542,2320.991993,0.000000
13.760000,582.173357,1740.283517,2322.456874,0.000000
13.770000,580.556376,1740.199403,2320.755779,0.000000
13.780000,579.051141,1739.303523,2318.354665,0.000000
13.790000,579.842092,1737.937741,2317.779832,0.000000
13.800000,584.171451,1737.546724,2321.718174,0.000000
13.810000,586.913699,1737.437600,2324.351298,0.000000
13.820000,582.425496,1736.926659,2319.352154,0.000000
13.830000,578.935062,1737.413621,2316.348683,0.000000
13.840000,574.264666,1738.373106,2312.637771,0.000000
13.850000,567.273513,1739.884462,2307.157976,0.000000
13.860000,564.324676,1741.200337,2305.525012,0.000000
13.870000,567.735540,1742.537759,2310.273299,0.000000
13.880000,569.596300,1743.527809,2313.124109,0.000000
13.890000,565.186541,1744.140851,2309.327392,0.000000
13.900000,563.205353,1744.371679,2307.577032,0.000000
13.910000,559.657618,1745.050177,2304.707795,0.000000
13.920000,554.871423,1746.268100,2301.139523,0.000000
13.930000,552.689156,1747.288301,2299.977457,0.000000
13.940000,549.751353,1747.833741,2297.585094,0.000000
13.950000,549.770147,1748.564316,2298.334463,0.000000
13.960000,556.053769,1748.961995,2305.015765,0.000000
13.970000,560.861981,1748.918433,2309.780414,0.000000
13.980000,565.180095,1748.399701,2313.579797,0.000000
13.990000,564.168671,1746.989403,2311.158075,0.000000
14.000000,561.553979,1745.437107,2306.991086,0.000000
14.010000,564.312819,1744.129537,2308.442356,0.000000
14.020000,563.010954,1743.468436,2306.479390,0.000000
14.030000,565.517846,1743.058449,2308.576295,0.000000
14.040000,570.329122,1742.549950,2312.879072,0.000000
14.050000,570.028342,1743.328536,2313.356878,0.000000
14.060000,569.596887,1743.649356,2313.246243,0.000000
14.070000,566.514447,1743.495300,2310.009746,0.000000
14.080000,564.331631,1742.741407,2307.073039,0.000000
14.090000,566.281641,1741.874316,2308.155956,0.000000
14.100000,566.217551,1741.395385,2307.612936,0.000000
14.110000,562.791078,1741.287287,2304.078365,0.000000
14.120000,560.153955,1740.485992,2300.639948,0.000000
14.130000,557.641036,1739.840215,2297.481251,0.000000
14.140000,557.808839,1739.417420,2297.226259,0.000000
14.150000,559.020924,1739.589476,2298.610400,0.000000
14.160000,559.646893,1739.746427,2299.393320,0.000000
14.170000,556.069207,1739.545747,2295.614954,0.000000
14.180000,557.380888,1740.216409,2297.597297,0.000000
14.190000,564.632337,1741.238470,2305.870807,0.000000
14.200000,571.414200,1741.855159,2313.269359,0.000000
14.210000,570.206558,1743.114911,2313.321468,0.000000
14.220000,563.308677,1744.768622,2308.077299,0.000000
14.230000,557.363852,1746.578735,2303.942586,0.000000
14.240000,555.463639,1749.507492,2304.971131,0.000000
14.250000,551.728852,1752.699062,2304.427914,0.000000
14.260000,551.609476,1754.826022,2306.435498,0.000000
14.270000,556.996967,1756.636523,2313.633491,0.000000
14.280000,564.287680,1757.189812,2321.477493,0.000000
14.290000,574.425300,1757.159546,2331.584846,0.000000
14.300000,578.220455,1757.189672,2335.410127,0.000000
14.310000,579.470294,1756.476045,2335.946338,0.000000
14.320000,582.273703,1755.596388,2337.870090,0.000000
14.330000,582.204759,1755.375303,2337.580062,0.000000
14.340000,577.537550,1755.828794,2333.366344,0.000000
14.350000,577.185547,1755.127915,2332.313461,0.000000
14.360000,582.960287,1753.605119,2336.565406,0.000000
14.370000,584.208757,1751.892403,2336.101160,0.000000
14.380000,584.573148,1749.475021,2334.048168,0.000000
14.390000,591.335571,1746.605267,2337.940838,0.000000
14.400000,594.942404,1744.368762,2339.311166,0.000000
14.410000,592.974741,1741.959158,2334.933899,0.000000
14.420000,589.762124,1739.992318,2329.754442,0.000000
14.430000,585.108075,1738.429481,2323.537556,0.000000
14.440000,586.354752,1736.931659,2323.286411,0.000000
14.450000,586.266912,1736.359753,2322.626665,0.000000
14.460000,583.840675,1736.921177,2320.761852,0.000000
14.470000,583.045537,1739.185184,2322.230720,0.000000
14.480000,580.698389,1741.922278,2322.620666,0.000000
14.490000,582.457498,1744.225445,2326.682943,0.000000
14.500000,585.232659,1746.644214,2331.876873,0.000000
14.510000,583.149801,1748.148890,2331.298691,0.000000
14.520000,577.823832,1749.014045,2326.837877,0.000000
14.530000,578.410805,1750.173239,2328.584044,0.000000
14.540000,580.643252,1751.794356,2332.437607,0.000000
14.550000,582.215610,1753.221580,2335.437190,0.000000
14.560000,582.436078,1754.283267,2336.719345,0.000000
14.570000,581.076544,1755.075933,2336.152478,0.000000
14.580000,581.015790,1755.570675,2336.586465,0.000000
14.590000,581.730806,1756.248639,2337.979445,0.000000
14.600000,583.263587,1756.131636,2339.395223,0.000000
14.610000,588.505275,1756.005586,2344.510861,0.000000
14.620000,592.144770,1756.024092,2348.168861,0.000000
14.630000,591.248568,1755.775117,2347.023685,0.000000
14.640000,592.381233,1756.670992,2349.052225,0.000000
14.650000,594.162302,1756.997194,2351.159496,0.000000
14.660000,592.038114,1757.556967,2349.595081,0.000000
14.670000,589.064198,1758.582571,2347.646769,0.000000
14.680000,587.189192,1759.923505,2347.112697,0.000000
14.690000,593.737016,1760.503883,2354.240900,0.000000
14.700000,596.572331,1760.707776,2357.280108,0.000000
14.710000,592.315685,1760.306391,2352.622076,0.000000
14.720000,596.165897,1758.503849,2354.669746,0.000000
14.730000,602.129726,1756.397125,2358.526851,0.000000
14.740000,603.072778,1753.377851,2356.450629,0.000000
14.750000,603.461931,1750.410270,2353.872201,0.000000
14.760000,604.908255,1747.664789,2352.573044,0.000000
14.770000,603.430917,1745.845944,2349.276861,0.000000
14.780000,602.972699,1744.672927,2347.645626,0.000000
14.790000,605.615945,1744.070777,2349.686722,0.000000
14.800000,602.325335,1744.890283,2347.215618,0.000000
14.810000,594.561136,1746.985846,2341.546982,0.000000
14.820000,585.322845,1749.756321,2335.079166,0.000000
14.830000,578.442341,1752.799743,2331.242083,0.000000
14.840000,576.090194,1755.200182,2331.290376,0.000000
14.850000,573.900146,1757.075583,2330.975730,0.000000
14.860000,569.364681,1759.083954,2328.448635,0.000000
14.870000,560.288258,1761.115160,2321.403418,0.000000
14.880000,555.199278,1762.429587,2317.628865,0.000000
14.890000,549.143151,1763.084288,2312.227439,0.000000
14.900000,546.387763,1763.945565,2310.333329,0.000000
14.910000,545.971664,1764.259695,2310.231359,0.000000
14.920000,540.935267,1762.781827,2303.717094,0.000000
14.930000,538.680114,1761.111090,2299.791204,0.000000
14.940000,542.483636,1759.552871,2302.036507,0.000000
14.950000,544.705224,1757.507907,2302.213131,0.000000
14.960000,545.937300,1754.584709,2300.522009,0.000000
14.970000,545.225600,1751.289613,2296.515213,0.000000
14.980000,545.178308,1748.042619,2293.220927,0.000000
14.990000,549.301945,1745.937068,2295.239012,0.000000
15.000000,552.436162,1743.530110,2295.966273,0.000000
15.010000,554.083221,1742.038064,2296.121284,0.000000
15.020000,557.094780,1741.405225,2298.500005,0.000000
15.030000,557.903313,1740.692327,2298.595640,0.000000
15.040000,557.717419,1740.353722,2298.071141,0.000000
15.050000,555.961827,1740.303966,2296.265793,0.000000
15.060000,556.900278,1740.834040,2297.734317,0.000000
15.070000,560.671497,1741.211853,2301.883349,0.000000
15.080000,562.135474,1741.776338,2303.911812,0.000000
15.090000,560.846841,1742.477397,2303.324238,0.000000
15.100000,561.964110,1743.260197,2305.224307,0.000000
15.110000,561.060551,1743.917670,2304.978221,0.000000
15.120000,559.296082,1744.284137,2303.580219,0.000000
15.130000,562.714441,1743.639282,2306.353724,0.000000
15.140000,569.804561,1742.335143,2312.139704,0.000000
15.150000,577.300388,1741.123220,2318.423608,0.000000
15.160000,584.726625,1739.607019,2324.333644,0.000000
15.170000,587.656690,1738.493788,2326.150477,0.000000
15.180000,584.203486,1737.619677,2321.823162,0.000000
15.190000,582.429966,1737.198639,2319.628605,0.000000
15.200000,583.904466,1737.024468,2320.928935,0.000000
15.210000,585.997821,1736.638139,2322.635961,0.000000
15.220000,585.557024,1735.978080,2321.535105,0.000000
15.230000,584.798584,1734.997468,2319.796052,0.000000
15.240000,585.169175,1734.976523,2320.145698,0.000000
15.250000,584.851545,1734.966359,2319.817904,0.000000
15.260000,586.443261,1735.581550,2322.024810,0.000000
15.270000,582.403695,1736.954853,2319.358548,0.000000
15.280000,581.255919,1738.487343,2319.743262,0.000000
15.290000,586.954393,1740.564568,2327.518962,0.000000
15.300000,585.441406,1742.674811,2328.116217,0.000000
15.310000,581.443908,1745.197690,2326.641597,0.000000
15.320000,581.632106,1747.358925,2328.991031,0.000000
15.330000,578.767606,1748.939306,2327.706913,0.000000
15.340000,578.949093,1749.644720,2328.593814,0.000000
15.350000,580.055308,1750.152086,2330.207393,0.000000
15.360000,581.658619,1750.784517,2332.443136,0.000000
15.370000,584.469461,1751.444064,2335.913526,0.000000
15.380000,583.091711,1751.700386,2334.792097,0.000000
